id,category,prompt,difficulty,constraint_count,steps,paraphrase_group,source
928,planning,"List Hogwarts houses. Sort by length. Create a step-by-step addition: Start=0, add each house's length one at a time in sorted order. Show each step: 'After House: running_total'.",,,4,,new
929,planning,"Name Hogwarts houses. Create a countdown: start from total letters across all 4 houses, subtract each house's length in alphabetical order. Show steps.",,,4,,new
930,planning,"List Hogwarts houses. Compute the longest common prefix between each consecutive alphabetical pair: (G,H), (H,R), (R,S). Output each pair's longest common prefix or 'none'.",,,5,,new
931,planning,"Name Hogwarts houses. Sort by length ascending. For each adjacent pair, compute the edit distance (number of insertions/deletions to get from one to the other). Output each pair and distance.",,,5,,new
932,planning,"List Hogwarts houses. Sort alphabetically. Assign scores (position 1=10, 2=7, 3=5, 4=3). Add vowel_count to each score. Sort by final score descending. Output 'House: final_score'.",,,6,,new
933,planning,"Name all Hogwarts houses. Sort by length. Split into top half and bottom half by length. From each half, take the one with more vowels. Compare those two: output the one with greater length.",,,6,,new
934,planning,List Hogwarts houses. Step 1: sort alphabetically. Step 2: number them 1-4. Step 3: compute rank*length. Step 4: sort by that product descending. Step 5: take the top 2. Step 6: output them pipe-separated.,,,6,,new
935,planning,"Name Hogwarts houses. Sort by vowel count desc. For each, compute running_total_vowels. Find after which house the running total first exceeds 10. Output that house name.",,,6,,new
936,planning,"List all Hogwarts houses. Sort alphabetically. Remove every house at an even position (2nd, 4th). Sort remaining by length desc. Take the first one. Output it.",,,6,,new
937,planning,"Name Hogwarts houses. Compute for each: (position_in_alphabet_of_last_letter - position_of_first_letter). Sort by this difference descending. Output 'House: diff'. Use a=1, z=26.",,,6,,new
938,planning,"List Hogwarts houses. Sort alphabetically. For each, compute: alphabetical_rank * vowel_count * consonant_count. Sort by result ascending. Eliminate bottom 2. Output remaining.",,,6,,new
939,planning,"Name Hogwarts houses. Sort by length ascending. Assign Fibonacci numbers (1,1,2,3) as weights. Compute weight * length for each. Sum all. Output the sum.",,,6,,new
940,planning,"List all Hogwarts houses. Sort by consonant count ascending. Simulate a tournament: 1st vs 4th (more vowels wins), 2nd vs 3rd (shorter length wins). Final: previous winners face off (more vowels wins). Output champion.",,,6,,new
941,planning,"Name Hogwarts houses. Alphabetical sort. Compute difference in length between consecutive pairs (House1-House2, House2-House3, House3-House4). Sum all differences. Output the sum.",,,6,,new
942,planning,"List Hogwarts houses. If you were to sort them by their 'complexity score' = (unique_letters / length), which would rank first? Output that house and its complexity score.",,,4,,new
943,planning,"Name all Hogwarts houses. Imagine you can only keep the houses whose name length equals the number of vowels * 2 + 1. Which survive? If none, output 'NONE'.",,,4,,new
944,planning,"List Hogwarts houses. Construct a binary string for each: for every letter, output '1' if it's a vowel, '0' if consonant. Sort houses by their binary string (as a binary number) descending. Output 'House: binary_string: decimal_value'.",,,5,,new
945,planning,"Name Hogwarts houses. For each, compute a 'balance score' = abs(vowels - consonants). Sort by balance score ascending (more balanced first). Output 'House: balance_score'.",,,5,,new
946,planning,"List Hogwarts houses. For each, compute: length^2 - vowel_count^2. Call this the 'asymmetry score'. Sort by asymmetry score ascending. Output 'House: asymmetry'.",,,5,,new
947,planning,"List all Hogwarts houses. Compute: (consonant_count - vowel_count)^2 for each. Sort by this value. If two have the same value, alphabetical. Output: 'Rank. House: value'.",,,6,,new
948,planning,"Name Hogwarts houses. Sort alphabetically. Compute cumulative product of lengths: 1st=L1, 2nd=L1*L2, 3rd=L1*L2*L3, 4th=L1*L2*L3*L4. Output each step.",,,6,,new
949,planning,"List Hogwarts houses. For each, compute a 'rarity score' = number of letters in the name that appear fewer than 2 times in that name. Sort by rarity score descending. Output 'House: score'.",,,5,,new
950,planning,Name all Hogwarts houses. Compute for each: the number of letters that come after 'm' in the alphabet. Sort by count descending. Output 'House: post-m count'.,,,5,,new
951,planning,"List Hogwarts houses. Sort alphabetically. Compute a 'zigzag score': for odd positions (1,3), add vowel_count; for even positions (2,4), add consonant_count. Sum all. Output the total.",,,6,,new
952,planning,"List Hogwarts houses. Step1: sort alphabetically. Step2: compute length each. Step3: compute vowels each. Step4: compute consonants each. Step5: rank by length desc. Step6: from top 2, pick more vowels. Step7: output that house and all 4 computed metrics.",,,7,,new
953,planning,Name all Hogwarts houses. Sort by length. Compute running product of lengths. Find first position where running product > 800. Output the house at that position and the product value.,,,7,,new
954,planning,"List Hogwarts houses. Compute: for each house, the sum of alphabetical positions of its vowels only. Sort by this vowel-position sum. Output 'House: vowel_position_sum'. Use a=1, z=26.",,,7,,new
955,planning,"Name Hogwarts houses. For each, compute: number of letters that are in the top half of the alphabet (a-m=0, n-z=1 per letter). Sort by this count descending. Output 'House: post-n count'.",,,6,,new
956,planning,List Hogwarts houses. Compute for each: longest run of consecutive consonants. Sort by this value descending. Output 'House: max_consonant_run'.,,,6,,new
957,planning,"Name all Hogwarts houses. Alphabetical sort. For each, compute: number of letters that appear in the word 'SORTING'. Sort by this count descending. Output 'House: count'. Break ties alphabetically.",,,7,,new
958,planning,"List Hogwarts houses. For each, compute how many of their letters appear in the word 'MAGIC'. Sort by this count ascending. Then sort ties by length. Output 'House: magic_count'.",,,7,,new
959,planning,"Name Hogwarts houses. For each, compute the number of letters that are in common with the word 'WAND' (as a set). Sort by count descending. Output 'House: wand_overlap'.",,,6,,new
960,planning,"List Hogwarts houses. For each, compute how many of its letters also appear in 'QUIDDITCH'. Sort by this overlap count descending. Tie-break alphabetically. Output 'House: quidditch_overlap'.",,,6,,new
961,planning,"Name all Hogwarts houses. For each, compute: (letters in 'HOGWARTS' overlap) - (letters not in 'HOGWARTS'). Sort by this net score descending. Output 'House: net_score'.",,,7,,new
962,planning,"List Hogwarts houses. For each, count letters that are in the NATO phonetic alphabet words (Alpha, Bravo, Charlie...) — specifically count letters shared with the word 'CHARLIE'. Sort by count.",,,5,,new
963,planning,"Name Hogwarts houses. For each, compute: number of letters in name that are symmetric (look same mirrored: A, H, I, M, O, T, U, V, W, X, Y). Sort by count descending.",,,5,,new
964,planning,"List Hogwarts houses. For each, compute the letter-frequency entropy: -sum(p*log2(p)) where p is frequency of each unique letter. Sort by entropy descending. Output 'House: entropy (2 decimal places)'.",,,5,,new
965,planning,"Name Hogwarts houses. Alphabetical sort. Compute pairwise Jaccard similarity of letter sets: (G,H), (G,R), (G,S), (H,R), (H,S), (R,S). Output all 6 pairs with their Jaccard scores rounded to 2 decimal places.",,,6,,new
966,planning,"List all Hogwarts houses. Sort by length. For each pair of consecutive houses (sorted by length), compute the Levenshtein distance. Output each pair with its distance.",,,6,,new
967,planning,"Name Hogwarts houses alphabetically. For each, compute: length + sum of vowel positions in alphabet - sum of consonant positions. Sort by this complex metric ascending. Output 'House: metric'.",,,7,,new
968,planning,"List Hogwarts houses. For each, compute the second-order metric: (vowel_count)^2 + (consonant_count)^2 - (length). Sort by this metric. Output 'House: metric'. Ascending order.",,,6,,new
969,planning,Name all Hogwarts houses. Compute for each: z-score of its length relative to all 4 houses (z = (xi - mean)/std). Output 'House: z-score (2 decimal places)'. Sort by z-score descending.,,,7,,new
970,planning,List Hogwarts houses. Treat letter counts as a vector. Compute cosine similarity between Gryffindor's letter-frequency vector and each other house. Output 'House: cosine_similarity (3 decimal places)'.,,,7,,new
971,planning,"Name all Hogwarts houses. For each, compute a final composite metric: (length * vowel_percentage) + (unique_letters / length * 10) - abs(vowels - consonants). Sort by composite metric descending. Output final ranking with metric values (2 decimal places).",,,7,,new
